lastname,firstname,birthDate,zodiac
Karl,George,12-05-51,Taurus
Karmazin,Mel,24-08-43,Virgo
Karsay,Steve,24-03-72,Aries
Karzai,Hamid,24-12-57,Capricorn
Kasich,John_R,13-05-52,Taurus
Kasparaitis,Darius,16-10-72,Libra
Kasparov,Garry,13-04-63,Aries
Kass,Leon_R,12-02-39,Aquarius
Kasyanov,Mikhail_M,08-12-57,Sagittarius
Katsav,Moshe,05-12-45,Sagittarius
Katz,Alex,24-07-27,Leo
Katzenberg,Jeffrey,21-12-50,Sagittarius
Kaufman,George_S,16-11-1889,Scorpio
Kaufman,Moises,21-11-63,Scorpio
Kaunda,Kenneth_D,28-04-24,Taurus
Kawakubo,Rei,11-10-42,Libra
Kaye,Judith_S,04-08-38,Leo
Kazan,Elia,07-09-09,Virgo
Kazin,Alfred,05-06-15,Gemini
Kean,Thomas_H,21-04-35,Taurus
Keating,Frank,10-02-44,Aquarius
Keaton,Diane,05-01-46,Capricorn
Kehr,Dave,01-01-53,Capricorn
Keillor,Garrison,07-08-42,Leo
Keitel,Harvey,13-05-39,Taurus
Keller,Bill,18-01-49,Capricorn
Keller,Kasey,29-11-69,Sagittarius
Keller,Thomas,14-10-55,Libra
Kelley,David_E,04-04-56,Aries
Kelley,Kitty,04-04-42,Aries
Kelly,Ellsworth,31-05-23,Gemini
Kelly,Gene,23-08-12,Virgo
Kelly,James_A,01-01-36,Capricorn
Kelly,R,08-01-67,Capricorn
Kelly,Raymond_W,04-09-41,Virgo
Kelly,Roberto,01-10-64,Libra
Kelly,Sue_W,26-09-36,Libra
Kemp,Jack_F,13-07-35,Cancer
Kempthorne,Dirk,29-10-51,Scorpio
Kendall,David_E,01-01-44,Capricorn
Keneally,Thomas,07-10-35,Libra
Kennedy,Anthony_M,23-07-36,Leo
Kennedy,Carolyn_Bessette,07-01-66,Capricorn
Kennedy,Edward_M,22-02-32,Pisces
Kennedy,Ethel,11-04-28,Aries
Kennedy,John_Fitzgerald,29-05-17,Gemini
Kennedy,Patrick_J,14-07-67,Cancer
Kennedy,Robert_Francis,20-11-25,Scorpio
Kennelly,Barbara_Bailey,10-07-36,Cancer
Kenseth,Matt,10-03-72,Pisces
Kerkorian,Kirk,06-06-17,Gemini
Kern,Jerome,27-01-1885,Aquarius
Kernis,Aaron_Jay,15-01-60,Capricorn
Kerouac,Jack,12-03-22,Pisces
Kerrey,Bob,27-08-43,Virgo
Kerry,John,11-12-43,Sagittarius
Kerviel,Jerome,11-01-77,Capricorn
Kessler,David_A,13-05-51,Taurus
Kessler,Gladys,22-01-38,Aquarius
Kevorkian,Jack,26-05-28,Gemini
Key,Jimmy,22-04-61,Taurus
Keyes,Alan,07-08-50,Leo
Keys,Alicia,25-01-80,Aquarius
Khalilzad,Zalmay,22-03-51,Aries
Khamenei,Ali,15-07-39,Cancer
Khan,Abdul_Qadeer,01-04-36,Aries
Khan,Ismail,01-01-46,Capricorn
Khannouchi,Khalid,12-09-71,Virgo
Kharrazi,Kamal,01-12-44,Sagittarius
Khatami,Mohammad,13-10-43,Libra
Khodorkovsky,Mikhail_B,26-06-63,Cancer
Khomeini,Ruhollah,24-09-00,Libra
Khrushchev,Nikita_S,15-04-1894,Aries
Kiarostami,Abbas,22-06-40,Cancer
Kibaki,Mwai,15-11-31,Scorpio
Kidd,Jason,23-03-73,Aries
Kidman,Nicole,20-06-67,Gemini
Kiefer,Nicolas,05-07-77,Cancer
Kiley,Robert_R,16-09-35,Virgo
Kilpatrick,Kwame_M,06-06-70,Gemini
Kimes,Kenneth,24-07-34,Leo
Kimmel,Jimmy,13-11-67,Scorpio
Kincaid,Jamaica,25-05-49,Gemini
King,Angus_Jr,31-03-44,Aries
King,B_B,16-09-25,Virgo
King,Billie_Jean,22-11-43,Scorpio
King,Coretta_Scott,27-04-27,Taurus
King,Larry,19-11-33,Scorpio
King,Rodney_Glen,02-04-65,Aries
King,Stephen,21-09-47,Virgo
Kingsley,Ben,31-12-43,Capricorn
Kingsolver,Barbara,08-04-55,Aries
Kinsley,Michael,09-03-51,Pisces
Kinzer,Stephen,04-08-51,Leo
Kipling,Rudyard,30-12-1865,Capricorn
Kirchner,Nestor,25-02-50,Pisces
Kirkpatrick,Jeane_J,19-11-26,Scorpio
Kissinger,Henry_A,27-05-23,Gemini
Kite,Tom,09-12-49,Sagittarius
Kitt,Eartha,17-01-27,Capricorn
Kittles,Kerry,12-06-74,Gemini
Kitzhaber,John,05-03-47,Pisces
Klam,Matthew,01-01-64,Capricorn
Klaus,Vaclav,19-06-41,Gemini
Klebnikov,Paul,03-06-63,Gemini
Klein,Joel_I,25-10-46,Scorpio
Klestil,Thomas,04-11-32,Scorpio
Klimt,Gustav,14-07-1862,Cancer
Kline,Kevin,24-10-47,Scorpio
Klinghoffer,Leon,24-09-16,Libra
Klinkenborg,Verlyn,01-01-52,Capricorn
Klitschko,Vitali,19-07-71,Cancer
Kluge,John_W,21-09-14,Virgo
Knight,Bob,25-10-40,Scorpio
Knoblauch,Chuck,07-07-68,Cancer
Knowles,Beyonce,04-09-81,Virgo
Koch,Edward_I,12-12-24,Sagittarius
Kocharian,Robert,31-08-54,Virgo
Koeltl,John_G,01-01-45,Capricorn
Kohl,Helmut,03-04-30,Aries
Kohler,Horst,22-02-43,Pisces
Koizumi,Junichiro,08-01-42,Capricorn
Kolbe,Jim,28-06-42,Cancer
Kollar-Kotelly,Colleen,01-01-43,Capricorn
Komansky,David_H,01-01-39,Capricorn
Konstantinov,Vladimir,19-03-67,Pisces
Koolhaas,Rem,17-11-44,Scorpio
Koons,Jeff,21-01-55,Aquarius
Koontz,Dean,09-07-45,Cancer
Koop,C_Everett,14-10-16,Libra
Kopp,James_Charles,02-08-54,Leo
Koppel,Ted,08-02-40,Aquarius
Koppell,G_Oliver,15-12-40,Sagittarius
Korchnoi,Viktor,23-03-31,Aries
Korda,Michael,08-10-33,Libra
Korda,Petr,23-01-68,Aquarius
Koresh,David,17-08-59,Leo
Korman,Edward_R,25-10-42,Scorpio
Kornblut,Anne_E,25-02-73,Pisces
Kors,Michael,09-08-59,Leo
Kostelic,Janica,05-01-82,Capricorn
Kostunica,Vojislav,24-03-44,Aries
Kotite,Rich,13-10-42,Libra
Koufax,Sandy,30-12-35,Capricorn
Kovalev,Aleksei,24-02-73,Pisces
Kozinn,Allan,30-07-54,Leo
Kozlowski,L_Dennis,16-11-46,Scorpio
Kraft,Robert_K,05-06-41,Gemini
Krajicek,Richard,06-12-71,Sagittarius
Krakauer,Jon,12-04-54,Aries
Kramer,Larry,25-06-35,Cancer
Kramer,Peter_D,22-10-48,Libra
Kramnik,Vladimir,25-06-75,Cancer
Krasner,Lee,27-10-08,Scorpio
Kravis,Henry_R,06-01-44,Capricorn
Kremer,Gidon,27-02-47,Pisces
Krens,Thomas,26-12-46,Capricorn
Kristeller,Paul_Oskar,22-05-05,Gemini
Kristof,Nicholas_D,27-04-59,Taurus
Kristol,William,23-12-52,Capricorn
Krone,Julie,24-07-63,Leo
Krueger,Alan_B,17-09-60,Virgo
Kruger,Carl,03-12-49,Sagittarius
Krugman,Paul,28-02-53,Pisces
Krzyzewski,Mike,13-02-47,Aquarius
Kubrick,Stanley,26-07-28,Leo
Kuchma,Leonid,09-08-38,Leo
Kucinich,Dennis_J,08-10-46,Libra
Kuerten,Gustavo,10-09-76,Virgo
Kulish,Nicholas,01-01-75,Capricorn
Kumaratunga,Chandrika,29-06-45,Cancer
Kundera,Milan,01-04-29,Aries
Kuralt,Charles,10-09-34,Virgo
Kureishi,Hanif,05-12-54,Sagittarius
Kurosawa,Akira,23-03-10,Aries
Kushner,Charles,16-05-54,Taurus
Kushner,Tony,16-07-56,Cancer
Kwan,Michelle,07-07-80,Cancer
Kwasniewski,Aleksander,15-11-54,Scorpio
la_Guardia,Fiorello_H,11-12-1882,Sagittarius
la_Russa,Tony,04-10-44,Libra
Labastida_Ochoa,Francisco,14-08-42,Leo
Labonte,Bobby,08-05-64,Taurus
LaBute,Neil,19-03-63,Pisces
LaChiusa,Michael_John,24-07-62,Leo
Lacroix,Christian,16-05-51,Taurus
LaFalce,John_J,06-10-39,Libra
Lafontaine,Oskar,16-09-43,Virgo
LaFontaine,Pat,22-02-65,Pisces
Lafraniere,Sharon,15-06-55,Gemini
Lagasse,Emeril,15-10-59,Libra
Lagerfeld,Karl,10-09-33,Virgo
Lagos,Ricardo,02-03-38,Pisces
Lahoud,Emile,12-01-36,Capricorn
Lahti,Christine,04-04-50,Aries
Lake,Anthony,02-04-39,Aries
Lamberth,Royce_C,16-07-43,Cancer
Lamm,Richard_D,12-09-35,Virgo
Lamont,Ned,03-01-54,Capricorn
Lamoriello,Lou,21-10-42,Libra
Lamos,Mark,10-03-46,Pisces
Lampert,Edward_S,19-07-62,Cancer
Lamy,Pascal,08-04-47,Aries
Lancaster,Burt,02-11-13,Scorpio
Landesman,Rocco,20-07-47,Cancer
Landis,Floyd,14-10-75,Libra
Landis,John,03-08-50,Leo
Landler,Mark,26-10-65,Scorpio
Lang,K_D,02-11-61,Scorpio
Lange,Jessica,20-04-49,Aries
Langella,Frank,01-01-38,Capricorn
Langewiesche,William,12-06-55,Gemini
Langone,Kenneth_G,16-09-35,Virgo
Lansbury,Angela,16-10-25,Libra
Lansing,Sherry,31-07-44,Leo
Lantos,Tom,01-02-28,Aquarius
LaPierre,Wayne,08-11-48,Scorpio
Lapine,James,10-01-49,Capricorn
Laredo,Jaime,07-06-41,Gemini
Laredo,Ruth,20-11-37,Scorpio
Largent,Steve,28-09-54,Libra
Larijani,Ali,03-06-58,Gemini
Larsen,Don,07-08-29,Leo
Lasorda,Tommy,22-09-27,Virgo
Latortue,Gerard,19-06-34,Gemini
Lauper,Cyndi,22-06-53,Cancer
Lauren,Ralph,14-10-39,Libra
Laurents,Arthur,14-07-18,Cancer
Lautenberg,Frank_R,23-01-24,Aquarius
Lavin,Linda,15-10-37,Libra
Laviolette,Peter,07-12-64,Sagittarius
Law,Jude,29-12-72,Capricorn
Lawrence,Francis_L,25-08-37,Virgo
Lawrence,Jacob,07-09-17,Virgo
Lawrence,Martin,16-04-65,Aries
Lay,Kenneth_L,15-04-42,Aries
Layden,Scott,01-01-59,Capricorn
Lazio,Rick_A,13-03-58,Pisces
Le_Carre,John,19-10-31,Libra
Le_Gougne,Marie_Reine,01-01-61,Capricorn
Le_Pen,Jean-Marie,20-06-28,Gemini
Leach,Jim,15-10-42,Libra
Leaf,Ryan,15-05-76,Taurus
Leahy,Patrick_J,31-03-40,Aries
Lear,Norman,27-07-22,Leo
Leary,Denis,18-08-57,Leo
Leavitt,Michael_O,11-02-51,Aquarius
Lebow,Bennett_S,01-01-38,Capricorn
Ledee,Ricky,22-11-73,Scorpio
Ledger,Heath,04-04-79,Aries
LeDuff,Charlie,01-01-66,Capricorn
Lee,Ang,23-10-54,Libra
Lee,Bill_Lann,05-02-49,Aquarius
Lee,Chang-Rae,29-07-65,Leo
Lee,Jennifer_8,15-03-76,Pisces
Lee,Peggy,26-05-20,Gemini
Lee,Robert_E,19-01-1807,Capricorn
Lee,Spike,20-03-57,Pisces
Lee,Stan,28-12-22,Capricorn
Lee,Wen_Ho,21-12-39,Sagittarius
Leeson,Nicholas_W,25-02-67,Pisces
Leetch,Brian,03-03-68,Pisces
Lefkow,Joan_Humphrey,09-01-44,Capricorn
LeFrak,Samuel_J,12-02-18,Aquarius
Leguizamo,John,22-07-64,Cancer
Lehman,Tom,07-03-59,Pisces
Lehmann-Haupt,Christopher,01-01-34,Capricorn
Lehrer,Jim,19-05-34,Taurus
Leibovitz,Annie,02-10-49,Libra
Leichter,Franz_S,19-08-30,Leo
Leigh,Jennifer_Jason,05-02-62,Aquarius
Leigh,Mike,20-02-43,Pisces
Leight,Warren,17-01-57,Capricorn
Leiter,Al,23-10-65,Libra
Leithauser,Brad,27-02-53,Pisces
Leko,Peter,08-09-79,Virgo
Lemaire,Jacques,07-09-45,Virgo
Lemieux,Claude,16-07-65,Cancer
Lemieux,Mario,05-10-65,Libra
Lemmon,Jack,08-02-25,Aquarius
Lemper,Ute,04-07-63,Cancer
Lenin,Vladimir,22-04-1870,Taurus
Lennon,John,09-10-40,Libra
Leno,Jay,28-04-50,Taurus
Leonhardt,David,01-01-73,Capricorn
Lepage,Robert,12-12-57,Sagittarius
Lerach,William_S,14-03-46,Pisces
Lerner,Alan_Jay,31-08-18,Virgo
Leroy,Warner,03-03-35,Pisces
Leslie,Lisa,07-07-72,Cancer
Lessig,Lawrence,03-06-61,Gemini
Lessing,Doris,22-10-19,Libra
Letterman,David,12-04-47,Aries
Letts,Tracy,04-07-65,Cancer
Levi,Primo,31-07-19,Leo
Levin,Carl,28-06-34,Cancer
Levin,Gerald_M,06-05-39,Taurus
Levin,Ira,27-08-29,Virgo
Levin,Richard_C,07-04-47,Aries
Levine,James,23-06-43,Cancer
Levine,Randy_L,22-02-55,Pisces
Levinson,Barry,06-04-42,Aries
Levitt,Arthur_Jr,03-02-31,Aquarius
Levy,Chandra_Ann,14-04-77,Aries
Levy,Clifford_J,15-06-67,Gemini
Levy,Harold_O,14-12-52,Sagittarius
Levy,Leon,13-09-25,Virgo
Lewinsky,Monica_S,23-07-73,Leo
Lewis,Anthony,27-03-27,Aries
Lewis,Carl,01-07-61,Cancer
Lewis,Flora,25-07-22,Leo
Lewis,Jerry,16-03-26,Pisces
Lewis,Lennox,02-09-65,Virgo
Lewis,Meriwether,18-08-1774,Leo
LeWitt,Sol,09-09-28,Virgo
Leyland,Jim,15-12-44,Sagittarius
Leyritz,Jim,27-12-63,Capricorn
Li,Richard,08-11-66,Scorpio
Libby,I_Lewis_Jr,22-08-50,Leo
Libeskind,Daniel,12-05-46,Taurus
Lichtblau,Eric,01-01-65,Capricorn
Lichtenstein,Roy,27-10-23,Scorpio
Lidle,Cory,22-03-72,Aries
Lieberman,Avigdor,05-06-58,Gemini
Lieberman,Joseph_I,24-02-42,Pisces
Lifton,Robert_Jay,16-05-26,Taurus
Ligeti,Gyorgy,28-05-23,Gemini
Limbaugh,Rush,12-01-51,Capricorn
Lin,Maya,05-10-59,Libra
Lincoln,Abbey,06-08-30,Leo
Lincoln,Abraham,12-02-1809,Aquarius
Lind,Michael,23-04-62,Taurus
Lindbergh,Anne_Morrow,22-06-06,Cancer
Lindbergh,Charles_A,04-02-02,Aquarius
Lindh,John_Walker,09-02-81,Aquarius
Lindros,Eric,28-02-73,Pisces
Lindsay,John_V,24-11-21,Sagittarius
Lindsay-Abaire,David,30-11-69,Sagittarius
Lindsey,Lawrence_B,18-07-54,Cancer
Linney,Laura,05-02-64,Aquarius
Lipinski,Tara,10-06-82,Gemini
Lipstadt,Deborah_E,18-03-47,Pisces
Lipsyte,Robert,16-01-38,Capricorn
Liptak,Adam,02-09-60,Virgo
Lish,Gordon,11-02-34,Aquarius
Liszt,Franz,22-10-1811,Libra
Lithgow,John,19-10-45,Libra
Litton,Andrew,16-05-59,Taurus
Litvinenko,Alexander_V,30-08-62,Virgo
Liu,John_C,08-01-67,Capricorn
Livingston,Robert_L,30-04-43,Taurus
Livingstone,Ken,17-06-45,Gemini
Livni,Tzipi,08-07-58,Cancer
Lloyd_Webber,Andrew,22-03-48,Aries
Lloyd,Graeme,09-04-67,Aries
Loach,Ken,17-06-36,Gemini
Lobo,Rebecca,03-10-73,Libra
Locke,Gary,21-01-50,Aquarius
Lockhart,Joe,13-07-59,Cancer
Lockhart,Keith,07-11-59,Scorpio
Lockyer,Bill,08-05-41,Taurus
Loesser,Frank,29-06-10,Cancer
Lofton,Kenny,31-05-67,Gemini
Lohan,Lindsay,02-07-86,Cancer
Lomborg,Bjorn,06-01-65,Capricorn
Lonergan,Kenneth,16-10-62,Libra
Lopate,Phillip,01-01-43,Capricorn
Lopez_Obrador,Andres_Manuel,13-11-53,Scorpio
Lopez,Awilda,11-02-89,Aquarius
Lopez,Jennifer,24-07-69,Leo
Lorenzo,Frank,19-05-40,Taurus
Loroupe,Tegla,09-05-73,Taurus
Lortel,Lucille,16-12-00,Sagittarius
Lott,Trent,09-10-41,Libra
Louganis,Greg,29-01-60,Aquarius
Louima,Abner,01-01-66,Capricorn
Louis,Joe,14-05-14,Taurus
Loury,Glenn_C,03-09-48,Virgo
Lovano,Joe,29-12-52,Capricorn
Love,Courtney,09-07-64,Cancer
Love,Davis_III,13-04-64,Aries
Lovett,Lyle,01-11-57,Scorpio
Low,Ron,21-06-50,Gemini
Lowey,Nita_M,05-07-37,Cancer
Lowry,Glenn_D,28-09-54,Libra
Lubbers,Ruud,07-05-39,Taurus
Lubovitch,Lar,09-04-43,Aries
Lucas,Craig,30-04-51,Taurus
Lucas,George,14-05-44,Taurus
Lucas,Ray,06-08-72,Leo
Ludlam,Charles,12-04-43,Aries
Ludlum,Robert,25-05-27,Gemini
Ludwig,Eugene_A,11-04-46,Aries
Lugar,Richard_G,04-04-32,Aries
Luhrmann,Baz,17-09-62,Virgo
Lukacs,John,31-01-24,Aquarius
Lukas,D_Wayne,02-09-35,Virgo
Lukashenko,Aleksandr_G,30-08-54,Virgo
Lumet,Sidney,25-06-24,Cancer
Lundqvist,Henrik,02-03-82,Pisces
Lungren,Daniel_E,22-09-46,Virgo
Luntz,Frank,23-02-62,Pisces
LuPone,Patti,21-04-49,Taurus
Lurie,Alison,03-09-26,Virgo
Luttwak,Edward_N,04-11-42,Scorpio
Luzhkov,Yuri,21-09-36,Virgo
Lynch,David,20-01-46,Capricorn
Lynch,Gerard_E,04-09-51,Virgo
Lynch,Jessica,26-04-83,Taurus
Lyne,Adrian,04-03-41,Pisces
Lyons,Henry_J,01-01-42,Capricorn
Ma,Yo-Yo,07-10-55,Libra
Maas,Peter,27-06-29,Cancer
Maazel,Lorin,06-03-30,Pisces
Mabus,Ray,11-10-48,Libra
Macchiarola,Frank_J,07-04-41,Aries
Maccioni,Sirio,01-01-32,Capricorn
Mack,John_J,17-11-44,Scorpio
Mack,Stan,01-01-36,Capricorn
Mackie,Bob,24-03-40,Aries
Mackintosh,Cameron,17-10-46,Libra
Macklowe,Harry,01-01-37,Capricorn
MacLaine,Shirley,24-04-34,Taurus
Macy,William_H,13-03-49,Pisces
Maddox,Tommy,02-09-71,Virgo
Maddux,Greg,14-04-66,Aries
Magaziner,Ira_C,08-11-47,Scorpio
Maggert,Jeff,20-02-64,Pisces
Maher,Bill,20-01-56,Capricorn
Mahler,Gustav,07-07-1860,Cancer
Mahony,Roger_M,27-02-36,Pisces
Mahuad,Jamil,29-07-49,Leo
Maier,Hermann,07-12-72,Sagittarius
Mailer,Norman,31-01-23,Aquarius
,Majid,Ali_Hassan_al-,30-11-41,Sagittarius
Majoli,Iva,12-08-77,Leo
Major,John,29-03-43,Aries
Malcolm,Janet,01-01-34,Capricorn
,Maliki,Nuri_Kamal_al-,20-06-50,Gemini
Malkovich,John,09-12-53,Sagittarius
Malle,Louis,30-10-32,Scorpio
Mallon,Thomas,02-11-51,Scorpio
Malone,John_C,07-03-41,Pisces
Malone,Karl,24-07-63,Leo
Maloney,Carolyn_B,19-02-46,Pisces
Maloney,James_H,17-09-48,Virgo
Malvo,John_Lee,18-02-85,Aquarius
Mamet,David,30-11-47,Sagittarius
Manchester,William,01-04-22,Aries
Mandela,Nelson,18-07-18,Cancer
Mandela,Winnie,26-09-36,Libra
Mandelbaum,Michael,01-01-46,Capricorn
Mandelson,Peter,12-10-53,Libra
Manet,Edouard,23-01-1832,Aquarius
Mangini,Eric,19-01-71,Capricorn
Manilow,Barry,17-06-43,Gemini
Mankiw,N_Gregory,03-02-58,Aquarius
Mann,Sally,01-01-51,Capricorn
Mann,Thomas,06-06-1875,Gemini
Manning,Eli,03-01-81,Capricorn
Manning,Peyton,24-03-76,Aries
Manson,Charles,12-11-34,Scorpio
Mantello,Joe,27-12-62,Capricorn
Mantle,Mickey,20-10-31,Libra
Manton,Thomas_J,03-11-32,Scorpio
Manuel,Jerry,23-12-53,Capricorn
Mara,Wellington,14-08-16,Leo
Marbury,Stephon,20-02-77,Pisces
Marcovicci,Andrea,18-11-48,Scorpio
Marcus,Stanley,20-04-05,Aries
Margiela,Martin,09-04-57,Aries
Marino,Dan,15-09-61,Virgo
Maris,Roger,10-09-34,Virgo
Mariucci,Steve,04-11-55,Scorpio
Markey,Edward_J,11-07-46,Cancer
Markoff,John,24-10-49,Scorpio
Markowitz,Marty,14-02-45,Aquarius
Marley,Bob,06-02-45,Aquarius
,Marri,Ali_Saleh_Kahlah_al-,01-01-66,Capricorn
Marsalis,Branford,26-08-60,Virgo
Marsalis,Wynton,18-10-61,Libra
Marshall,Anthony_D,30-05-24,Gemini
Marshall,Garry,13-11-34,Scorpio
Marshall,Rob,17-10-60,Libra
Marshall,Thurgood,02-07-08,Cancer
Martin,Agnes,22-03-12,Aries
Martin,Casey,02-06-72,Gemini
Martin,Curtis,01-05-73,Taurus
Martin,Dean,07-06-17,Gemini
Martin,John_S_Jr,01-01-35,Capricorn
Martin,Kenyon,30-12-77,Capricorn
Martin,Paul,28-08-38,Virgo
Martin,Ricky,24-12-71,Capricorn
Martin,Steve,14-08-45,Leo
Martin,Todd,08-07-70,Cancer
Martinez,Conchita,16-04-72,Aries
Martinez,Pedro,25-10-71,Scorpio
Martinez,Tino,07-12-67,Sagittarius
Martins,Peter,27-10-46,Scorpio
Maruyama,Shigeki,12-09-69,Virgo
Marx,Groucho,02-10-1890,Libra
Marx,Karl,05-05-1818,Taurus
Mashburn,Jamal,29-11-72,Sagittarius
Maskhadov,Aslan,21-09-51,Virgo
Maslin,Janet,12-08-49,Leo
Mason,Bobbie_Ann,01-05-40,Taurus
Mason,Jackie,09-06-31,Gemini
,Masri,Abu_Hamza_al-,15-04-58,Aries
Massenet,Jules,12-05-1842,Taurus
Massino,Joseph_C,10-01-43,Capricorn
Massoud,Ahmed_Shah,02-09-53,Virgo
Mastroianni,Marcello,28-09-24,Libra
Masur,Kurt,18-07-27,Cancer
Matalin,Mary,19-08-53,Leo
Mathis,Clint,25-11-76,Sagittarius
Matisse,Henri,31-12-1869,Capricorn
Matsch,Richard_P,01-01-30,Capricorn
Matsui,Hideki,12-06-74,Gemini
Matsui,Kazuo,23-10-75,Libra
Matsuzaka,Daisuke,13-09-80,Virgo
Matthaus,Lothar,21-03-61,Aries
Matthews,Chris,17-12-45,Sagittarius
Matthiessen,Peter,22-05-27,Gemini
Mattila,Karita,05-09-60,Virgo
Mattingly,Don,20-04-61,Aries
Mauresmo,Amelie,05-07-79,Cancer
Mauskopf,Roslynn_R,07-02-57,Aquarius
Max,Peter,19-10-37,Libra
May,Elaine,21-04-32,Taurus
Mayorga,Ricardo,03-10-73,Libra
Mays,Willie,06-05-31,Taurus
Mbeki,Thabo,18-06-42,Gemini
Mcanuff,Des,19-06-52,Gemini
McAuliffe,Terry,09-02-57,Aquarius
McBain,Ed,15-10-26,Libra
McCaffrey,Barry_R,17-11-42,Scorpio
McCain,Cindy,20-05-54,Taurus
McCain,John,29-08-36,Virgo
McCall,H_Carl,17-10-35,Libra
McCarrick,Theodore_E,07-07-30,Cancer
McCarthy,Carolyn,05-01-44,Capricorn
McCarthy,Cormac,20-07-33,Cancer
McCarthy,Joseph_R,14-11-08,Scorpio
McCartney,Linda,24-09-41,Libra
McCartney,Paul,18-06-42,Gemini
McCartney,Stella,13-09-71,Virgo
McCarver,Tim,16-10-41,Libra
McCaughey_Ross,Betsy,20-10-48,Libra
McCaw,Craig_O,11-08-49,Leo
McChrystal,Stanley_A,14-08-54,Leo
McClellan,Mark_B,26-06-63,Cancer
McClellan,Scott,14-02-68,Aquarius
McCollum,Bill,12-07-44,Cancer
McConnell,Mitch,20-02-42,Pisces
McCool,William_C,23-09-61,Virgo
McCormack,John_B,12-08-35,Leo
McCourt,Frank,19-08-30,Leo
McCullough,David,07-07-33,Cancer
McDermott,Alice,27-06-53,Cancer
McDonough,William_J,21-04-34,Taurus
McDormand,Frances,23-06-57,Cancer
McDougal,James_B,25-08-40,Virgo
McDougal,Susan,01-01-55,Capricorn
McDyess,Antonio,07-09-74,Virgo
McEnroe,John,16-02-59,Aquarius
McEnroe,Patrick,01-07-66,Cancer
McEwan,Ian,21-06-48,Gemini
McFadden,Robert_D,01-01-37,Capricorn
McGaughey,Shug,06-01-51,Capricorn
McGovern,George_S,19-07-22,Cancer
McGrady,Tracy,24-05-79,Gemini
McGreevey,James_E,06-08-57,Leo
McGregor,Ewan,31-03-71,Aries
McGuinness,Martin,23-05-50,Gemini
McGwire,Mark,01-10-63,Libra
McHugh,James_T,03-01-32,Capricorn
Mcilvaine,Joe,01-01-47,Capricorn
McInerney,Jay,13-01-55,Capricorn
McKellen,Ian,25-05-39,Gemini
McKibben,Bill,01-01-60,Capricorn
McKinley,Jesse,01-01-70,Capricorn
McKinney,Gene_C,03-11-50,Scorpio
McMurtry,Larry,03-06-36,Gemini
Mcpartland,Marian,20-03-18,Pisces
McPherson,Conor,06-08-71,Leo
McQueen,Alexander,16-03-69,Pisces
McSorley,Marty,18-05-63,Taurus
Mcveigh,Timothy_James,23-04-68,Taurus
Mead,Walter_Russell,12-06-52,Gemini
Mediate,Rocco,17-12-62,Sagittarius
Medvedev,Dmitri_A,14-09-65,Virgo
Mee,Charles_L,15-09-38,Virgo
Meehan,Martin_T,30-12-56,Capricorn
,Megrahi,Abdelbaset_Ali_Mohmed_al-,01-04-52,Aries
Mehlman,Ken,21-08-66,Leo
Mehsud,Baitullah,01-01-74,Capricorn
Mehta,Zarin,28-10-38,Scorpio
Mehta,Zubin,29-04-36,Taurus
Meier,Richard,12-10-34,Libra
Mekhennet,Souad,01-01-78,Capricorn
Mellencamp,John,07-10-51,Libra
Mellon,Paul,11-06-07,Gemini
Melville,Herman,01-08-1819,Leo
Menchu,Rigoberta,09-01-59,Capricorn
Mendelssohn,Felix,03-02-1809,Aquarius
Mendes,Sam,01-08-65,Leo
Mendoza,Ramiro,15-06-72,Gemini
Menem,Carlos_Saul,02-07-30,Cancer
Menendez,Lyle,10-01-68,Capricorn
Menendez,Robert,01-01-54,Capricorn
Menino,Thomas_M,27-12-42,Capricorn
Menken,Alan,22-07-49,Cancer
Menkes,Suzy,24-12-43,Capricorn
Menotti,Gian_Carlo,07-07-11,Cancer
Mer,Francis,25-05-39,Gemini
Mercer,Johnny,18-11-09,Scorpio
Mercer,Ray,04-04-61,Aries
Merchant,Ismail,25-12-36,Capricorn
Merkel,Angela,17-07-54,Cancer
Merkin,Daphne,30-05-54,Gemini
Merrick,David,27-11-11,Sagittarius
Meshal,Khaled,28-05-56,Gemini
Messiaen,Olivier,10-12-08,Sagittarius
Messier,Jean-Marie,13-12-56,Sagittarius
Messier,Mark,18-01-61,Capricorn
Messinger,Ruth_W,06-11-40,Scorpio
Messud,Claire,01-01-66,Capricorn
Metheny,Pat,12-08-54,Leo
Meyer,Danny,14-03-58,Pisces
Mfume,Kweisi,24-10-48,Scorpio
Michael,George,25-06-63,Cancer
Michaels,Lorne,17-11-44,Scorpio
Micheletti,Roberto,13-08-43,Leo
Mickelson,Phil,16-06-70,Gemini
Middelhoff,Thomas,11-05-53,Taurus
Midler,Bette,01-12-45,Sagittarius
Miers,Harriet_E,10-08-45,Leo
Mikulski,Barbara_A,20-07-36,Cancer
Milbury,Mike,17-06-52,Gemini
Miles,Jack,30-07-42,Leo
Milken,Michael_R,04-07-46,Cancer
Miller,Arthur,17-10-15,Libra
Miller,Bode,12-10-77,Libra
Miller,Dennis,03-11-53,Scorpio
Miller,Gifford,06-11-69,Scorpio
Miller,Laura,18-11-58,Scorpio
Miller,Leszek,03-07-46,Cancer
Miller,Mark_Crispin,06-11-49,Scorpio
Miller,Marvin,14-04-17,Aries
Miller,Reggie,24-08-65,Virgo
Miller,Sue,29-11-43,Sagittarius
